#,Jugadores,Posicion,Edad,Nacido,Altura,Pie,Partidos con la selección,Goles,Debut,Valor mercado en €,Pais
15,Omid Ebrahimi,Pivote,35,16/09/1987,"1,78",derecho,53,-,12/12/2012,250000,Irán
-,Ahmad Nourollahi,Mediocentro,30,01/02/1993,"1,85",derecho,25,3,15/11/2018,1500000,Irán
24,Mohammadhossein Eslami,Mediocentro,22,13/04/2001,-,derecho,-,-,-,175000,Irán
-,Saman Ghoddos,Mediocentro ofensivo,29,06/09/1993,"1,77",derecho,33,2,05/10/2017,2200000,Irán
16,Mehdi Torabi,Extremo izquierdo,28,10/09/1994,"1,85",derecho,36,7,11/06/2015,800000,Irán
11,Vahid Amiri,Extremo izquierdo,35,02/04/1988,"1,81",izquierdo,67,2,04/01/2015,350000,Irán
17,Ahmad Shariatzadeh,Extremo izquierdo,20,01/07/2002,"1,77",derecho,-,-,-,300000,Irán
7,Amirali Sadeghi,Extremo izquierdo,22,09/02/2001,"1,75",derecho,1,-,10/11/2022,200000,Irán
-,Alireza Jahanbakhsh,Extremo derecho,29,11/08/1993,"1,80",derecho,64,13,15/10/2013,3000000,Irán
-,Ali Gholizadeh,Extremo derecho,27,10/03/1996,"1,76",izquierdo,26,6,17/03/2018,2000000,Irán
18,Mehdi Hashemnejad,Extremo derecho,21,27/10/2001,"1,77",derecho,1,-,10/11/2022,375000,Irán
-,Mehdi Taremi,Delantero centro,30,18/07/1992,"1,87",derecho,60,27,11/06/2015,20000000,Irán
-,Sardar Azmoun,Delantero centro,28,01/01/1995,"1,86",ambidiestro,65,41,26/05/2014,12000000,Irán
-,Karim Ansarifard,Delantero centro,33,03/04/1990,"1,87",derecho,93,29,05/07/2009,1200000,Irán
10,Aria Barzegar,Delantero centro,20,10/10/2002,"1,89",derecho,1,-,10/11/2022,100000,Irán
-,Bechir Ben Said,Portero,28,29/11/1994,"1,94",,10,-,12/01/2022,850000,Túnez
16,Aymen Dahmen,Portero,26,28/01/1997,"1,88",derecho,4,-,28/03/2021,850000,Túnez
1,Mohamed Sedki Debchi,Portero,23,28/10/1999,"1,95",derecho,-,-,-,500000,Túnez
3,Montassar Talbi,Defensa central,25,26/05/1998,"1,90",derecho,22,1,28/03/2021,4000000,Túnez
-,Dylan Bronn,Defensa central,28,19/06/1995,"1,86",derecho,36,2,28/03/2017,3000000,Túnez
-,Omar Rekik,Defensa central,21,20/12/2001,"1,86",derecho,3,-,15/06/2021,800000,Túnez
6,Nader Ghandri,Defensa central,28,18/02/1995,"1,96",derecho,7,-,07/06/2019,650000,Túnez
2,Bilel Ifa,Defensa central,33,09/03/1990,"1,85",derecho,39,-,19/11/2008,250000,Túnez
12,Ali Maâloul,Lateral izquierdo,33,01/01/1990,"1,75",izquierdo,82,2,06/07/2013,1500000,Túnez
-,Mortadha Ben Ouanes,Lateral izquierdo,28,02/07/1994,"1,82",izquierdo,5,-,21/09/2019,1400000,Túnez
21,Rami Kaib,Lateral izquierdo,26,08/05/1997,"1,78",,2,-,10/06/2022,700000,Túnez
-,Yan Valery,Lateral derecho,24,22/02/1999,"1,80",derecho,1,-,27/09/2022,2500000,Túnez
20,Mohamed Dräger,Lateral derecho,27,25/06/1996,"1,81",derecho,33,3,20/11/2018,1300000,Túnez
-,Hamza Mathlouthi,Lateral derecho,30,25/07/1992,"1,84",derecho,38,1,05/03/2014,600000,Túnez
-,Ellyes Skhiri,Pivote,28,10/05/1995,"1,85",derecho,48,3,23/03/2018,13000000,Túnez
8,Anis Slimane,Mediocentro,22,16/03/2001,"1,88",ambidiestro,24,4,09/10/2020,3500000,Túnez
14,Aïssa Laïdouni,Mediocentro,26,13/12/1996,"1,83",derecho,24,1,25/03/2021,3500000,Túnez
13,Ferjani Sassi,Mediocentro,31,18/03/1992,"1,85",derecho,77,6,08/06/2013,1750000,Túnez
-,Ghaylen Chaaleli,Mediocentro,29,28/02/1994,"1,79",derecho,30,1,11/06/2017,1000000,Túnez
-,Chaïm El Djebali,Mediocentro,19,07/02/2004,-,derecho,1,-,22/09/2022,-,Túnez
10,Hannibal Mejbri,Mediocentro ofensivo,20,21/01/2003,"1,84",derecho,18,-,05/06/2021,6000000,Túnez
-,Saîf-Eddine Khaoui,Mediocentro ofensivo,28,27/04/1995,"1,80",izquierdo,28,4,23/03/2018,1500000,Túnez
23,Naïm Sliti,Extremo izquierdo,30,27/07/1992,"1,73",derecho,68,13,03/06/2016,7500000,Túnez
7,Youssef Msakni,Extremo izquierdo,32,28/10/1990,"1,79",derecho,87,17,09/01/2010,1200000,Túnez
-,Sayfallah Ltaief,Extremo derecho,23,22/04/2000,"1,80",derecho,1,-,22/09/2022,350000,Túnez
17,Issam Jebali,Mediapunta,31,25/12/1991,"1,86",ambidiestro,9,2,09/09/2018,500000,Túnez
-,Wahbi Khazri,Delantero centro,32,08/02/1991,"1,76",derecho,71,24,07/01/2013,3000000,Túnez
19,Seifeddine Jaziri,Delantero centro,30,12/02/1993,"1,80",derecho,29,10,18/01/2016,1500000,Túnez
-,Taha Yassine Khenissi,Delantero centro,31,06/01/1992,"1,80",derecho,48,9,23/03/2013,500000,Túnez
1,Mathew Ryan,Portero,31,08/04/1992,"1,84",derecho,75,-,05/12/2012,5000000,Australia
-,Mitchell Langerak,Portero,34,22/08/1988,"1,93",derecho,8,-,11/10/2013,800000,Australia
12,Andrew Redmayne,Portero,34,13/01/1989,"1,94",,4,-,07/06/2019,700000,Australia
2,Milos Degenek,Defensa central,29,28/04/1994,"1,87",derecho,38,1,27/05/2016,2000000,Australia
-,Trent Sainsbury,Defensa central,31,05/01/1992,"1,84",derecho,61,4,04/09/2014,650000,Australia
-,Harrison Delbridge,Defensa central,31,15/03/1992,"1,93",,1,-,25/09/2022,550000,Australia
5,Thomas Deng,Defensa central,26,20/03/1997,"1,82",derecho,2,-,15/10/2018,400000,Australia
16,Aziz Behich,Lateral izquierdo,32,16/12/1990,"1,70",izquierdo,53,2,14/11/2012,775000,Australia
25,Joel King,Lateral izquierdo,22,30/10/2000,"1,80",izquierdo,4,-,27/01/2022,500000,Australia
3,Fran Karacic,Lateral derecho,27,12/05/1996,"1,85",derecho,11,1,03/06/2021,1200000,Australia
4,Nathaniel Atkinson,Lateral derecho,24,13/06/1999,"1,81",derecho,5,-,29/03/2022,1000000,Australia
-,Ryan Strain,Lateral derecho,26,02/04/1997,"1,81",,1,-,25/09/2022,300000,Australia
-,Connor Metcalfe,Pivote,23,05/11/1999,"1,83",izquierdo,5,-,07/06/2021,800000,Australia
17,Keanu Baccus,Pivote,25,07/06/1998,"1,78",derecho,1,-,25/09/2022,600000,Australia
21,Cammy Devlin,Pivote,25,07/06/1998,"1,70",derecho,1,-,25/09/2022,600000,Australia
13,Aaron Mooy,Mediocentro,32,15/09/1990,"1,74",derecho,53,7,07/12/2012,5000000,Australia
14,Riley McGree,Mediocentro,24,02/11/1998,"1,78",izquierdo,11,1,03/06/2021,2000000,Australia
22,Jackson Irvine,Mediocentro,30,07/03/1993,"1,89",derecho,49,7,15/10/2013,2000000,Australia
-,Tyrese Francois,Mediocentro,22,16/07/2000,"1,73",izquierdo,-,-,-,500000,Australia
10,Ajdin Hrustic,Mediocentro ofensivo,26,05/07/1996,"1,83",izquierdo,20,3,13/06/2017,1800000,Australia
-,Denis Genreau,Mediocentro ofensivo,24,21/05/1999,"1,75",derecho,4,-,07/06/2021,1200000,Australia
11,Awer Mabil,Extremo izquierdo,27,15/09/1995,"1,79",derecho,29,8,15/10/2018,1500000,Australia
7,Mathew Leckie,Extremo izquierdo,32,04/02/1991,"1,81",derecho,73,13,14/11/2012,1000000,Australia
6,Martin Boyle,Extremo derecho,30,25/04/1993,"1,72",derecho,19,5,17/11/2018,2500000,Australia
-,Marco Tilio,Extremo derecho,21,23/08/2001,"1,70",izquierdo,5,-,27/01/2022,900000,Australia
9,Jamie Maclaren,Delantero centro,29,29/07/1993,"1,79",derecho,26,8,27/05/2016,1500000,Australia
-,Adam Taggart,Delantero centro,30,02/06/1993,"1,77",derecho,17,6,03/12/2012,800000,Australia
26,Jason Cummings,Delantero centro,27,01/08/1995,"1,78",izquierdo,1,1,25/09/2022,750000,Australia
15,Mitchell Duke,Delantero centro,32,18/01/1991,"1,86",derecho,21,8,20/07/2013,700000,Australia
24,Garang Kuol,Delantero centro,18,15/09/2004,"1,75",derecho,1,-,25/09/2022,100000,Australia
1,Mohammed Al-Rubaie,Portero,25,14/08/1997,"1,90",derecho,7,-,21/03/2019,1200000,Arabia Saudita
21,Mohammed Al-Owais,Portero,31,10/10/1991,"1,85",izquierdo,33,-,01/09/2015,900000,Arabia Saudita
-,Fawaz Al-Qarni,Portero,31,02/04/1992,"1,85",derecho,9,-,09/12/2012,350000,Arabia Saudita
23,Nawaf Al-Aqidi,Portero,23,10/05/2000,"1,88",,-,-,-,50000,Arabia Saudita
4,Abdulelah Al-Amri,Defensa central,26,15/01/1997,"1,83",derecho,13,1,30/03/2021,1000000,Arabia Saudita
3,Abdullah Madu,Defensa central,29,15/07/1993,"1,86",izquierdo,12,-,10/10/2019,900000,Arabia Saudita
17,Hassan Tambakti,Defensa central,24,09/02/1999,"1,82",derecho,11,-,10/08/2019,600000,Arabia Saudita
5,Ali Al-Boleahi,Defensa central,33,21/11/1989,"1,78",izquierdo,28,-,28/05/2018,400000,Arabia Saudita
13,Yasser Al-Shahrani,Lateral izquierdo,31,25/05/1992,"1,71",derecho,61,2,07/09/2012,2000000,Arabia Saudita
-,Ahmed Bamsaud,Lateral izquierdo,27,22/11/1995,"1,69",izquierdo,1,-,27/09/2022,600000,Arabia Saudita
24,Nasser Al-Dawsari,Lateral izquierdo,24,19/12/1998,"1,78",izquierdo,8,-,25/03/2021,350000,Arabia Saudita
-,Zakaria Al-Hawsawi,Lateral izquierdo,22,11/01/2001,-,izquierdo,-,-,-,-,Arabia Saudita
2,Sultan Al-Ghannam,Lateral derecho,29,06/05/1994,"1,73",derecho,17,-,19/11/2019,3500000,Arabia Saudita
6,Mohammed Al-Burayk,Lateral derecho,30,15/09/1992,"1,70",derecho,28,-,28/03/2017,2000000,Arabia Saudita
12,Saud Abdulhamid,Lateral derecho,23,18/07/1999,"1,78",derecho,14,-,05/09/2019,1200000,Arabia Saudita
14,Abdullah Otayf,Pivote,30,03/08/1992,"1,77",derecho,37,1,08/06/2017,300000,Arabia Saudita
15,Ali Al-Hassan,Pivote,26,04/03/1997,"1,76",derecho,9,1,15/06/2021,300000,Arabia Saudita
-,Awad Al-Nashri,Pivote,21,15/03/2002,"1,75",derecho,-,-,-,75000,Arabia Saudita
30,Riad Sharahili,Pivote,30,28/04/1993,"1,85",derecho,2,-,23/09/2022,25000,Arabia Saudita
28,Mohamed Kanno,Mediocentro,28,22/09/1994,"1,92",derecho,25,1,25/12/2017,1800000,Arabia Saudita
8,Abdulelah Al-Malki,Mediocentro,28,11/10/1994,"1,70",derecho,16,-,10/10/2019,1500000,Arabia Saudita
7,Salman Al-Faraj,Mediocentro,33,01/08/1989,"1,80",izquierdo,56,7,06/02/2013,750000,Arabia Saudita
16,Sami Al-Najei,Mediocentro ofensivo,26,07/02/1997,"1,81",izquierdo,14,2,14/01/2017,900000,Arabia Saudita
18,Nawaf Al-Abed,Mediocentro ofensivo,33,26/01/1990,"1,70",izquierdo,43,8,11/08/2010,350000,Arabia Saudita
10,Salem Al-Dawsari,Extremo izquierdo,31,19/08/1991,"1,71",derecho,53,15,29/02/2012,2800000,Arabia Saudita
26,Abdulrahman Al-Obood,Extremo derecho,28,10/06/1995,"1,74",derecho,1,-,12/10/2021,1500000,Arabia Saudita
27,Hattan Bahebri,Extremo derecho,30,16/07/1992,"1,70",derecho,30,2,25/12/2017,900000,Arabia Saudita
-,Ayman Yahya,Extremo derecho,22,14/05/2001,"1,68",ambidiestro,3,-,14/11/2020,750000,Arabia Saudita
19,Fahad Al-Muwallad,Extremo derecho,28,14/09/1994,"1,67",derecho,62,17,06/02/2013,-,Arabia Saudita
9,Firas Al-Buraikan,Delantero centro,23,14/05/2000,"1,81",izquierdo,20,4,10/10/2019,1200000,Arabia Saudita
11,Saleh Al-Shehri,Delantero centro,29,01/11/1993,"1,84",derecho,10,6,14/11/2020,1000000,Arabia Saudita
31,Haitham Asiri,Delantero centro,21,01/07/2001,"1,73",derecho,4,-,01/12/2021,600000,Arabia Saudita
-,Haroune Camara,Delantero centro,25,01/01/1998,"1,88",derecho,3,-,10/09/2018,400000,Arabia Saudita
20,Abdullah Al-Hamdan,Delantero centro,23,12/09/1999,"1,84",ambidiestro,13,4,05/09/2019,375000,Arabia Saudita
-,Abdullah Radif,Delantero centro,20,21/01/2003,"1,87",derecho,3,-,01/12/2021,25000,Arabia Saudita
22,Meshaal Barsham,Portero,25,14/02/1998,"1,80",derecho,15,-,13/11/2020,450000,Catar
-,Salah Zakaria,Portero,24,24/04/1999,"1,85",,1,-,26/08/2022,375000,Catar
1,Saad Al-Sheeb,Portero,33,19/02/1990,"1,84",derecho,80,-,30/12/2009,200000,Catar
20,Yousef Hassan,Portero,27,24/05/1996,-,,9,-,07/09/2018,150000,Catar
15,Bassam Al-Rawi,Defensa central,25,16/12/1997,"1,75",derecho,51,2,11/11/2017,500000,Catar
5,Tarek Salman,Defensa central,25,05/12/1997,"1,79",derecho,54,-,23/08/2017,400000,Catar
16,Boualem Khoukhi,Defensa central,32,09/07/1990,"1,80",derecho,99,21,03/09/2014,400000,Catar
2,Pedro Miguel,Defensa central,32,06/08/1990,"1,82",derecho,78,1,29/03/2016,325000,Catar
-,Ahmed Suhail,Defensa central,24,08/02/1999,"1,83",derecho,2,-,30/03/2021,200000,Catar
26,Jassem Gaber Abdulsallam,Defensa central,21,20/02/2002,"1,83",derecho,-,-,-,175000,Catar
-,Mohamed Emad Aiash,Defensa central,22,27/02/2001,-,derecho,-,-,-,100000,Catar
3,Abdelkarim Hassan,Lateral izquierdo,29,28/08/1993,"1,86",izquierdo,120,15,18/11/2010,750000,Catar
14,Homam Ahmed,Lateral izquierdo,23,25/08/1999,"1,86",izquierdo,27,2,14/11/2019,500000,Catar
13,Musab Khoder,Lateral derecho,30,01/01/1993,"1,74",derecho,29,-,29/03/2016,250000,Catar
12,Karim Boudiaf,Pivote,32,16/09/1990,"1,87",derecho,108,5,27/12/2014,450000,Catar
4,Mohammed Waad,Pivote,23,18/09/1999,"1,83",izquierdo,20,-,13/11/2020,400000,Catar
-,Assim Madibo,Pivote,26,22/10/1996,"1,68",derecho,43,-,11/11/2017,300000,Catar
-,Salem Al-Hajri,Pivote,27,10/04/1996,"1,83",derecho,23,-,17/01/2017,250000,Catar
-,Ahmed Fadel,Pivote,30,07/04/1993,-,,-,-,-,125000,Catar
6,Abdulaziz Hatem,Mediocentro,32,28/10/1990,"1,83",izquierdo,96,11,30/12/2009,500000,Catar
23,Mustafa Mashaal,Mediocentro,22,28/03/2001,-,derecho,1,-,26/08/2022,150000,Catar
24,Osama Al-Tairi,Mediocentro,21,16/06/2002,-,derecho,-,-,-,100000,Catar
8,Ali Asad,Mediocentro ofensivo,30,19/01/1993,"1,75",derecho,56,12,03/09/2014,200000,Catar
11,Akram Afif,Extremo izquierdo,26,18/11/1996,"1,77",derecho,83,24,03/09/2015,4000000,Catar
25,Abdelrahman Moustafa,Extremo izquierdo,26,05/04/1997,"1,68",derecho,2,-,07/09/2018,350000,Catar
-,Yusuf Abdurisag,Extremo izquierdo,23,06/08/1999,"1,80",ambidiestro,12,1,05/09/2019,250000,Catar
18,Khalid Muneer Mazeed,Extremo izquierdo,25,24/02/1998,"1,74",,3,1,06/12/2021,250000,Catar
10,Hasan Al-Haydos,Extremo derecho,32,11/12/1990,"1,74",derecho,160,34,11/08/2008,900000,Catar
21,Naif Al-Hadhrami,Extremo derecho,21,18/07/2001,-,,1,-,29/03/2022,275000,Catar
17,Ismaeel Mohammed,Extremo derecho,33,05/04/1990,"1,68",derecho,66,4,03/09/2014,225000,Catar
19,Almoez Ali,Delantero centro,26,19/08/1996,"1,80",derecho,82,39,08/08/2016,2000000,Catar
7,Ahmed Alaaeldin,Delantero centro,30,31/01/1993,"1,77",derecho,45,1,29/05/2016,600000,Catar
9,Mohammed Muntari,Delantero centro,29,20/12/1993,"1,94",derecho,41,11,27/12/2014,300000,Catar
-,Leonel Moreira,Portero,33,02/04/1990,"1,76",derecho,23,-,02/07/2011,275000,Costa Rica
-,Aaron Cruz,Portero,32,25/05/1991,"1,87",derecho,3,-,22/08/2021,275000,Costa Rica
18,Esteban Alvarado,Portero,34,28/04/1989,"1,93",derecho,24,-,11/08/2010,200000,Costa Rica
23,Patrick Sequeira,Portero,24,01/03/1999,"1,90",derecho,2,-,23/09/2022,200000,Costa Rica
-,Alexandre Lezcano,Portero,21,26/08/2001,"1,90",derecho,-,-,-,100000,Costa Rica
-,Steven Orias,Portero,19,03/09/2003,-,,-,-,-,-,Costa Rica
15,Francisco Calvo,Defensa central,30,08/07/1992,"1,80",izquierdo,75,8,02/07/2011,1700000,Costa Rica
3,Juan Pablo Vargas,Defensa central,28,06/06/1995,"1,92",izquierdo,12,1,15/01/2017,1500000,Costa Rica
6,Óscar Duarte,Defensa central,34,03/06/1989,"1,86",derecho,69,3,18/11/2010,800000,Costa Rica
19,Kendall Waston,Defensa central,35,01/01/1988,"1,96",derecho,61,7,28/05/2013,225000,Costa Rica
22,Ronald Matarrita,Lateral izquierdo,28,09/07/1994,"1,75",izquierdo,52,3,05/09/2015,1500000,Costa Rica
-,Ian Lawrence,Lateral izquierdo,21,28/05/2002,"1,79",izquierdo,3,-,27/03/2022,250000,Costa Rica
8,Bryan Oviedo,Lateral izquierdo,33,18/02/1990,"1,72",izquierdo,75,2,27/01/2010,200000,Costa Rica
4,Keysher Fuller,Lateral derecho,28,12/07/1994,"1,83",derecho,30,2,02/02/2019,225000,Costa Rica
14,Carlos Martínez,Lateral derecho,24,30/03/1999,"1,76",derecho,6,-,27/03/2022,225000,Costa Rica
-,Ricardo Blanco,Lateral derecho,34,12/05/1989,"1,70",derecho,15,-,06/09/2010,200000,Costa Rica
-,Orlando Galo,Pivote,22,11/08/2000,"1,76",derecho,10,-,08/10/2021,300000,Costa Rica
2,Daniel Chacón,Pivote,22,11/04/2001,"1,83",derecho,8,-,31/01/2022,300000,Costa Rica
17,Yeltsin Tejeda,Pivote,31,17/03/1992,"1,79",derecho,72,-,11/12/2011,275000,Costa Rica
24,Douglas López,Pivote,24,21/09/1998,"1,80",derecho,2,-,31/03/2022,275000,Costa Rica
16,Youstin Salas,Pivote,27,17/06/1996,"1,73",derecho,3,-,13/11/2021,225000,Costa Rica
5,Celso Borges,Mediocentro,35,27/05/1988,"1,82",derecho,153,25,22/06/2008,225000,Costa Rica
21,Roan Wilson,Mediocentro,21,01/05/2002,"1,84",derecho,2,-,03/06/2022,225000,Costa Rica
13,Gerson Torres,Interior derecho,25,28/08/1997,"1,76",izquierdo,13,1,15/01/2017,325000,Costa Rica
-,Allen Guevara,Interior derecho,34,16/04/1989,"1,60",derecho,15,-,15/01/2011,225000,Costa Rica
26,Álvaro Zamora,Interior izquierdo,21,09/03/2002,"1,83",derecho,2,-,23/09/2022,-,Costa Rica
20,Brandon Aguilera,Mediocentro ofensivo,20,28/06/2003,"1,81",izquierdo,4,-,31/03/2022,325000,Costa Rica
-,Aarón Suárez,Mediocentro ofensivo,21,27/06/2002,"1,65",,4,-,13/11/2021,275000,Costa Rica
10,Bryan Ruiz,Mediocentro ofensivo,37,18/08/1985,"1,87",izquierdo,144,29,19/06/2005,200000,Costa Rica
9,Jewison Bennette,Extremo izquierdo,19,15/06/2004,"1,75",izquierdo,7,2,22/08/2021,1000000,Costa Rica
12,Joel Campbell,Extremo derecho,31,26/06/1992,"1,78",izquierdo,118,25,06/06/2011,2500000,Costa Rica
-,Carlos Mora,Extremo derecho,22,18/03/2001,"1,78",derecho,4,-,31/03/2022,275000,Costa Rica
25,Anthony Hernández,Extremo derecho,21,11/10/2001,"1,80",,2,1,23/09/2022,-,Costa Rica
7,Anthony Contreras,Delantero centro,23,29/01/2000,"1,80",derecho,9,2,13/11/2021,350000,Costa Rica
11,Johan Venegas,Delantero centro,34,27/11/1988,"1,83",derecho,81,11,03/09/2014,325000,Costa Rica
22,Marc-André ter Stegen,Portero,31,30/04/1992,"1,87",derecho,30,-,26/05/2012,30000000,Alemania
1,Manuel Neuer,Portero,37,27/03/1986,"1,93",derecho,113,-,02/06/2009,12000000,Alemania
12,Kevin Trapp,Portero,32,08/07/1990,"1,89",derecho,6,-,06/06/2017,8500000,Alemania
-,Oliver Baumann,Portero,33,02/06/1990,"1,87",derecho,-,-,-,4500000,Alemania
2,Antonio Rüdiger,Defensa central,30,03/03/1993,"1,90",derecho,54,2,13/05/2014,40000000,Alemania
15,Niklas Süle,Defensa central,27,03/09/1995,"1,95",derecho,42,1,31/08/2016,35000000,Alemania
23,Nico Schlotterbeck,Defensa central,23,01/12/1999,"1,91",izquierdo,5,-,26/03/2022,33000000,Alemania
5,Thilo Kehrer,Defensa central,26,21/09/1996,"1,86",derecho,22,-,09/09/2018,22000000,Alemania
-,Jonathan Tah,Defensa central,27,11/02/1996,"1,95",derecho,16,-,26/03/2016,20000000,Alemania
4,Matthias Ginter,Defensa central,29,19/01/1994,"1,91",derecho,46,2,05/03/2014,20000000,Alemania
25,Armel Bella-Kotchap,Defensa central,21,11/12/2001,"1,90",derecho,1,-,26/09/2022,18000000,Alemania
16,Lukas Klostermann,Defensa central,27,03/06/1996,"1,89",derecho,18,-,20/03/2019,14000000,Alemania
3,David Raum,Lateral izquierdo,25,22/04/1998,"1,80",izquierdo,11,-,05/09/2021,26000000,Alemania
-,Benjamin Henrichs,Lateral derecho,26,23/02/1997,"1,85",derecho,7,-,11/11/2016,15000000,Alemania
6,Joshua Kimmich,Pivote,28,08/02/1995,"1,77",derecho,70,5,29/05/2016,80000000,Alemania
-,Anton Stach,Pivote,24,15/11/1998,"1,94",ambidiestro,2,-,26/03/2022,15000000,Alemania
8,Leon Goretzka,Mediocentro,28,06/02/1995,"1,89",derecho,44,14,13/05/2014,65000000,Alemania
21,Ilkay Gündogan,Mediocentro,32,24/10/1990,"1,80",derecho,62,16,11/10/2011,25000000,Alemania
-,Maximilian Arnold,Mediocentro,29,27/05/1994,"1,84",izquierdo,3,-,13/05/2014,17000000,Alemania
-,Robin Gosens,Interior izquierdo,28,05/07/1994,"1,83",izquierdo,14,2,03/09/2020,18000000,Alemania
14,Jamal Musiala,Mediocentro ofensivo,20,26/02/2003,"1,84",derecho,17,1,25/03/2021,100000000,Alemania
7,Kai Havertz,Mediocentro ofensivo,24,11/06/1999,"1,90",izquierdo,30,10,09/09/2018,70000000,Alemania
17,Julian Brandt,Mediocentro ofensivo,27,02/05/1996,"1,85",derecho,38,3,29/05/2016,28000000,Alemania
19,Leroy Sané,Extremo izquierdo,27,11/01/1996,"1,83",izquierdo,47,11,13/11/2015,70000000,Alemania
10,Serge Gnabry,Extremo derecho,27,14/07/1995,"1,76",derecho,36,20,11/11/2016,65000000,Alemania
24,Karim Adeyemi,Extremo derecho,21,18/01/2002,"1,80",izquierdo,4,1,05/09/2021,35000000,Alemania
18,Jonas Hofmann,Extremo derecho,30,14/07/1992,"1,76",derecho,16,4,07/10/2020,13000000,Alemania
13,Thomas Müller,Mediapunta,33,13/09/1989,"1,85",derecho,118,44,03/03/2010,18000000,Alemania
-,Timo Werner,Delantero centro,27,06/03/1996,"1,80",derecho,55,24,22/03/2017,25000000,Alemania
-,Lukas Nmecha,Delantero centro,24,14/12/1998,"1,85",derecho,7,-,11/11/2021,18000000,Alemania
